id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,2,2
1,0,2,0,2
2,0,0,1,2
3,0,2,0,2
4,0,0,1,3
5,0,0,2,1
6,0,0,2,1
7,0,0,2,1
8,0,0,2,1
