id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,0,5
1,0,0,0,5
2,0,0,0,1
3,0,0,0,5
4,0,0,0,5
5,0,0,0,5
6,0,0,0,5
7,0,0,0,5
8,0,0,0,5
9,0,0,0,5
10,0,0,0,5
11,0,0,0,5
12,0,0,0,5
13,0,0,0,5
14,0,0,0,5
