id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,0,5
1,0,0,0,4
2,0,0,0,4
3,0,0,0,4
4,0,0,0,4
5,0,0,0,4
6,0,0,0,4
7,0,0,0,1
8,0,0,0,4
9,0,1,0,5
10,0,0,0,4
