id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,1,0,4
1,0,1,0,4
2,0,0,1,4
3,0,1,0,4
4,0,1,0,3
5,0,1,0,1
6,0,1,0,4
7,0,1,0,3
8,0,0,2,1
9,0,1,0,4
10,0,0,3,5
11,0,0,2,4
12,0,0,4,5
13,0,1,2,2
14,0,1,0,4
15,0,0,3,4
16,0,0,2,3
17,0,1,0,2
18,0,0,4,6
