id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,0,4
1,0,2,0,1
2,0,0,0,3
3,0,1,0,2
4,0,0,4,4
5,0,1,0,3
6,0,1,0,2
7,0,1,0,2
8,0,0,4,4
9,0,1,2,4
10,0,0,1,3
11,0,1,1,1
