id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,1,0,3
1,0,1,0,1
2,0,1,0,4
3,0,0,0,1
4,0,3,0,3
5,0,1,0,3
6,0,2,0,1
7,0,2,0,1
8,0,2,0,1
9,1,1,0,1
10,0,2,0,1
11,0,2,0,1
12,0,1,0,1
13,0,2,0,1
14,0,3,0,1
