id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,1,5
1,0,0,1,4
2,0,0,2,5
3,0,0,1,4
4,0,0,1,5
5,0,0,2,5
6,0,0,2,5
7,0,1,0,4
8,0,0,1,4
9,0,0,3,5
10,0,1,0,5
11,0,0,2,5
12,0,0,1,5
13,0,0,2,5
14,0,0,2,5
