id,usage_mutation,usage_for,usage_hof,usage_helpers
0,1,2,0,1
1,1,2,0,1
2,1,2,0,2
3,1,2,1,1
4,1,2,0,2
5,1,2,0,2
6,1,2,0,2
7,1,2,0,1
8,1,2,0,1
9,1,2,0,1
10,1,2,0,2
11,1,2,0,2
12,1,2,0,1
13,0,0,4,3
14,1,2,0,1
15,1,2,0,2
16,1,2,1,1
