id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,2,5
1,0,0,2,4
2,0,0,2,5
3,0,0,2,4
4,0,0,2,5
5,0,0,2,4
6,0,0,2,4
7,0,0,2,4
8,0,0,2,2
9,0,0,2,4
10,0,0,2,5
11,0,0,2,4
12,0,0,2,4
13,0,0,2,4
14,0,0,2,5
15,0,0,2,4
16,0,0,2,5
17,0,0,2,4
18,0,0,2,4
