id,usage_mutation,usage_for,usage_hof,usage_helpers
0,1,1,0,4
1,0,1,0,5
2,0,1,0,4
3,0,1,2,3
4,0,1,0,5
5,0,1,0,3
6,0,1,0,5
7,0,1,2,3
8,0,1,0,5
9,0,1,0,4
10,0,1,0,3
11,0,1,2,4
12,0,0,0,6
13,0,1,2,3
14,0,1,0,1
15,0,1,0,3
