id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,2,0,1
1,0,1,0,1
2,0,3,0,1
3,0,1,0,2
4,0,2,0,1
5,0,2,0,1
6,0,1,0,2
7,0,1,0,2
8,0,2,0,1
9,0,1,0,2
10,0,2,0,1
11,0,1,0,2
12,0,1,0,2
13,0,2,0,1
14,0,1,0,1
15,0,2,0,1
16,0,2,0,1
