id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,1,1,4
1,0,1,1,4
2,0,0,1,4
3,0,1,2,4
4,0,0,1,4
5,0,0,1,4
6,0,1,1,5
7,0,0,1,2
