id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,2,5
1,0,0,2,1
2,0,0,2,1
3,0,0,2,5
4,0,0,2,1
5,0,0,2,1
6,0,0,2,1
7,0,0,2,1
8,0,0,1,1
9,0,0,2,5
10,0,0,2,5
11,0,1,0,1
12,0,0,2,1
13,0,0,2,1
14,0,0,2,1
15,0,1,0,1
16,0,0,1,5
17,0,0,2,6
