id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,0,4
1,0,0,0,3
2,0,0,0,4
3,0,0,0,3
4,0,0,0,4
5,0,0,0,5
6,0,0,0,4
7,0,0,1,4
8,0,0,0,4
9,0,0,0,4
10,0,2,0,1
11,0,0,0,5
12,0,0,0,5
13,0,2,0,1
14,0,0,0,4
15,0,0,0,3
