id,usage_mutation,usage_for,usage_hof,usage_helpers
0,0,0,5,3
1,0,1,0,2
2,0,0,2,1
3,0,1,1,2
4,0,0,0,2
5,0,0,1,3
6,0,0,5,4
7,0,1,0,3
8,0,1,1,2
